Nombre del producto,Marca,Precio actual,Precio anterior,Descuento,Imagen URL,Link al producto,Nombre del sitio
Celular Tecno Pova 6 8gb Ram 256gb Rom Meteorite Grey,TECNO,"3,379","4,929",31% OFF,https://http2.mlstatic.com/D_Q_NP_2X_951302-MLA81311905828_122024-V.webp,https://www.mercadolibre.com.mx/celular-tecno-pova-6-8gb-ram-256gb-rom-meteorite-grey/p/MLM45032860#polycard_client=search-nordic&searchVariation=MLM45032860&wid=MLM3513200044&position=12&search_layout=stack&type=product&tracking_id=e8f30b85-961a-4b0b-a19f-62876e2d9e3f&sid=search,Mercado Libre
Xiaomi POCO Poco X6 Pro 5G Dual SIM 512 GB negro 12 GB RAM,,"5,911","7,581",22% OFF,https://http2.mlstatic.com/D_Q_NP_2X_660762-MLA74048129932_012024-V.webp,https://www.mercadolibre.com.mx/xiaomi-poco-poco-x6-pro-5g-dual-sim-512-gb-negro-12-gb-ram/p/MLM29734176#polycard_client=search-nordic&searchVariation=MLM29734176&wid=MLM2920134178&position=13&search_layout=stack&type=product&tracking_id=e8f30b85-961a-4b0b-a19f-62876e2d9e3f&sid=search,Mercado Libre
Xiaomi Redmi Note 14 Pro 5g Negro 256gb 8ram 200mpx,,"5,949","8,499",30% OFF,https://http2.mlstatic.com/D_Q_NP_2X_728685-MLA81874290750_012025-V.webp,https://www.mercadolibre.com.mx/xiaomi-redmi-note-14-pro-5g-negro-256gb-8ram-200mpx/p/MLM45748930#polycard_client=search-nordic&searchVariation=MLM45748930&wid=MLM3558002956&position=11&search_layout=stack&type=product&tracking_id=e8f30b85-961a-4b0b-a19f-62876e2d9e3f&sid=search,Mercado Libre
Xiaomi Pocophone Poco X6 Pro 5g Dual Sim 512gb Gris 12gb Ram,,"5,911","8,437",29% OFF,https://http2.mlstatic.com/D_Q_NP_2X_641474-MLA74048129996_012024-V.webp,https://www.mercadolibre.com.mx/xiaomi-pocophone-poco-x6-pro-5g-dual-sim-512gb-gris-12gb-ram/p/MLM29734178#polycard_client=search-nordic&searchVariation=MLM29734178&wid=MLM2955248506&position=8&search_layout=stack&type=product&tracking_id=e8f30b85-961a-4b0b-a19f-62876e2d9e3f&sid=search,Mercado Libre
Apple iPhone 16 Pro (256 GB) - Titanio negro - Distribuidor Autorizado,,"28,499",,,https://http2.mlstatic.com/D_Q_NP_2X_836017-MLU78891585728_092024-V.webp,https://www.mercadolibre.com.mx/apple-iphone-16-pro-256-gb-titanio-negro-distribuidor-autorizado/p/MLM1040287834#polycard_client=search-nordic&searchVariation=MLM1040287834&wid=MLM2139644199&position=5&search_layout=stack&type=product&tracking_id=e8f30b85-961a-4b0b-a19f-62876e2d9e3f&sid=search,Mercado Libre
Xiaomi Redmi 14c 256gb 8gb Ram Dual Sim Starry Blue,,"2,269","2,339",2% OFF,https://http2.mlstatic.com/D_Q_NP_2X_763940-MLA83786665312_042025-V.webp,https://www.mercadolibre.com.mx/xiaomi-redmi-14c-256gb-8gb-ram-dual-sim-starry-blue/p/MLM41260955#polycard_client=search-nordic&searchVariation=MLM41260955&wid=MLM2215375347&position=25&search_layout=stack&type=product&tracking_id=e8f30b85-961a-4b0b-a19f-62876e2d9e3f&sid=search,Mercado Libre
Celular Samsung Galaxy A06 4gb Ram 64 Gb Rom Ligth Green,SAMSUNG,"1,804","1,838",1% OFF,https://http2.mlstatic.com/D_Q_NP_2X_943464-MLA79617504967_092024-V.webp,https://www.mercadolibre.com.mx/celular-samsung-galaxy-a06-4gb-ram-64-gb-rom-ligth-green/p/MLM41256339#polycard_client=search-nordic&searchVariation=MLM41256339&wid=MLM3390013050&position=29&search_layout=stack&type=product&tracking_id=e8f30b85-961a-4b0b-a19f-62876e2d9e3f&sid=search,Mercado Libre
Apple iPhone 16 (128 GB) - Ultramarino - Distribuidor Autorizado,,"19,604","19,999",1% OFF,https://http2.mlstatic.com/D_Q_NP_2X_975004-MLU78878972160_092024-V.webp,https://www.mercadolibre.com.mx/apple-iphone-16-128-gb-ultramarino-distribuidor-autorizado/p/MLM1040287800#polycard_client=search-nordic&searchVariation=MLM1040287800&wid=MLM3355723212&position=30&search_layout=stack&type=product&tracking_id=e8f30b85-961a-4b0b-a19f-62876e2d9e3f&sid=search,Mercado Libre
Infinix Note 40 Pro Dual SIM 256 GB Verde 8 GB RAM,INFINIX,"4,973","5,858",15% OFF,https://http2.mlstatic.com/D_Q_NP_2X_985070-MLA75524467492_042024-V.webp,https://www.mercadolibre.com.mx/infinix-note-40-pro-dual-sim-256-gb-verde-8-gb-ram/p/MLM35504158#polycard_client=search-nordic&searchVariation=MLM35504158&wid=MLM3005648392&position=32&search_layout=stack&type=product&tracking_id=e8f30b85-961a-4b0b-a19f-62876e2d9e3f&sid=search,Mercado Libre
ZTE Axon 50 Lite 256 GB Morado 4 GB RAM,ZTE,"1,799",,,https://http2.mlstatic.com/D_Q_NP_2X_614834-MLA74673228201_022024-V.webp,https://www.mercadolibre.com.mx/zte-axon-50-lite-256-gb-morado-4-gb-ram/p/MLM28294124#polycard_client=search-nordic&searchVariation=MLM28294124&wid=MLM2304535107&position=18&search_layout=stack&type=product&tracking_id=e8f30b85-961a-4b0b-a19f-62876e2d9e3f&sid=search,Mercado Libre
Apple iPhone 16 Plus (128 GB) - Rosa - Distribuidor Autorizado,,"22,545","22,999",1% OFF,https://http2.mlstatic.com/D_Q_NP_2X_620236-MLU79129486341_092024-V.webp,https://www.mercadolibre.com.mx/apple-iphone-16-plus-128-gb-rosa-distribuidor-autorizado/p/MLM1040287818#polycard_client=search-nordic&searchVariation=MLM1040287818&wid=MLM2139669627&position=40&search_layout=stack&type=product&tracking_id=e8f30b85-961a-4b0b-a19f-62876e2d9e3f&sid=search,Mercado Libre
Xiaomi Poco X6 Pro 5g Dual Sim Nfc 512 Gb 12 Gb Ram Mtk D830 Color Amarillo,,"5,911","6,714",11% OFF,https://http2.mlstatic.com/D_Q_NP_2X_967401-MLA84844871101_052025-V.webp,https://www.mercadolibre.com.mx/xiaomi-poco-x6-pro-5g-dual-sim-nfc-512-gb-12-gb-ram-mtk-d830-color-amarillo/p/MLM29734179#polycard_client=search-nordic&searchVariation=MLM29734179&wid=MLM2051065191&position=27&search_layout=stack&type=product&tracking_id=e8f30b85-961a-4b0b-a19f-62876e2d9e3f&sid=search,Mercado Libre
"Xiaomi Redmi Note 14 4g 6,67 128gb 6gb Ram Cámara 108mpx - Color Negro",,"2,829","2,999",5% OFF,https://http2.mlstatic.com/D_Q_NP_2X_899157-MLA81914929606_012025-V.webp,https://www.mercadolibre.com.mx/xiaomi-redmi-note-14-4g-667-128gb-6gb-ram-camara-108mpx-color-negro/p/MLM45818940#polycard_client=search-nordic&searchVariation=MLM45818940&wid=MLM2241721777&position=15&search_layout=stack&type=product&tracking_id=e8f30b85-961a-4b0b-a19f-62876e2d9e3f&sid=search,Mercado Libre
Redmagic 10 Pro Series 5g Dual sim 12gb 256gb Color Sombra,,"13,299","16,724",20% OFF,https://http2.mlstatic.com/D_Q_NP_2X_633353-MLA82971488362_032025-V.webp,https://www.mercadolibre.com.mx/redmagic-10-pro-series-5g-dual-sim-12gb-256gb-color-sombra/p/MLM47366560#polycard_client=search-nordic&searchVariation=MLM47366560&wid=MLM2265268235&position=20&search_layout=stack&type=product&tracking_id=e8f30b85-961a-4b0b-a19f-62876e2d9e3f&sid=search,Mercado Libre
Xiaomi Redmi A3x Dual SIM 128 GB negro 4 GB RAM,,"1,795",,,https://http2.mlstatic.com/D_Q_NP_2X_987204-MLU78312084099_082024-V.webp,https://www.mercadolibre.com.mx/xiaomi-redmi-a3x-dual-sim-128-gb-negro-4-gb-ram/p/MLM39032240#polycard_client=search-nordic&searchVariation=MLM39032240&wid=MLM2130581459&position=17&search_layout=stack&type=product&tracking_id=e8f30b85-961a-4b0b-a19f-62876e2d9e3f&sid=search,Mercado Libre
"Smartphone Infinix Note 40 5g, 8 Gb De Ram, 256 Gb De Almacenamiento, Cámara Triple De 108 Mp+ 32 Mp, Pantalla De 6,78 Fhd+ 120 Hz, Sonido De Jbl, Batería De 5000 Mah, Carga Inalámbrica Gris",INFINIX,"3,588","5,285",32% OFF,https://http2.mlstatic.com/D_Q_NP_2X_666076-MLA80356361751_102024-V.webp,https://www.mercadolibre.com.mx/smartphone-infinix-note-40-5g-8-gb-de-ram-256-gb-de-almacenamiento-camara-triple-de-108-mp-32-mp-pantalla-de-678-fhd-120-hz-sonido-de-jbl-bateria-de-5000-mah-carga-inalambrica-gris/p/MLM42523038#polycard_client=search-nordic&searchVariation=MLM42523038&wid=MLM3439872716&position=24&search_layout=stack&type=product&tracking_id=e8f30b85-961a-4b0b-a19f-62876e2d9e3f&sid=search,Mercado Libre
Apple iPhone 16e (128 GB) - Negro - Distribuidor Autorizado,,"14,793","14,999",1% OFF,https://http2.mlstatic.com/D_Q_NP_2X_657796-MLA82301839846_022025-V.webp,https://www.mercadolibre.com.mx/apple-iphone-16e-128-gb-negro-distribuidor-autorizado/p/MLM1046215784#polycard_client=search-nordic&searchVariation=MLM1046215784&wid=MLM2242281621&position=35&search_layout=stack&type=product&tracking_id=e8f30b85-961a-4b0b-a19f-62876e2d9e3f&sid=search,Mercado Libre
Apple iPhone 16 Pro (256 GB) - Titanio del desierto - Distribuidor Autorizado,,"27,937","28,499",1% OFF,https://http2.mlstatic.com/D_Q_NP_2X_635781-MLU78878969280_092024-V.webp,https://www.mercadolibre.com.mx/apple-iphone-16-pro-256-gb-titanio-del-desierto-distribuidor-autorizado/p/MLM1040287840#polycard_client=search-nordic&searchVariation=MLM1040287840&wid=MLM2139606843&position=28&search_layout=stack&type=product&tracking_id=e8f30b85-961a-4b0b-a19f-62876e2d9e3f&sid=search,Mercado Libre
Apple iPhone 16 Pro (128 GB) - Titanio del desierto - Distribuidor Autorizado,,"25,485","25,999",1% OFF,https://http2.mlstatic.com/D_Q_NP_2X_635781-MLU78878969280_092024-V.webp,https://www.mercadolibre.com.mx/apple-iphone-16-pro-128-gb-titanio-del-desierto-distribuidor-autorizado/p/MLM1040287847#polycard_client=search-nordic&searchVariation=MLM1040287847&wid=MLM2139619583&position=38&search_layout=stack&type=product&tracking_id=e8f30b85-961a-4b0b-a19f-62876e2d9e3f&sid=search,Mercado Libre
Infinix Note 40 Pro Dual SIM 256 GB negro 8 GB RAM,INFINIX,"4,973","5,723",13% OFF,https://http2.mlstatic.com/D_Q_NP_2X_883571-MLA80350614643_102024-V.webp,https://www.mercadolibre.com.mx/infinix-note-40-pro-dual-sim-256-gb-negro-8-gb-ram/p/MLM37884756#polycard_client=search-nordic&searchVariation=MLM37884756&wid=MLM3247364836&position=26&search_layout=stack&type=product&tracking_id=e8f30b85-961a-4b0b-a19f-62876e2d9e3f&sid=search,Mercado Libre
Infinix GT 20 Pro 5G Dual SIM 256 GB azul 12 GB RAM,INFINIX,"6,013","8,132",26% OFF,https://http2.mlstatic.com/D_Q_NP_2X_982775-MLA84166682458_052025-V.webp,https://www.mercadolibre.com.mx/infinix-gt-20-pro-5g-dual-sim-256-gb-azul-12-gb-ram/p/MLM42035469#polycard_client=search-nordic&searchVariation=MLM42035469&wid=MLM3336429128&position=41&search_layout=stack&type=product&tracking_id=e8f30b85-961a-4b0b-a19f-62876e2d9e3f&sid=search,Mercado Libre
Apple iPhone 15 128 GB Negro - Distribuidor Autorizado,,"17,259","17,499",1% OFF,https://http2.mlstatic.com/D_Q_NP_2X_779617-MLA71782867320_092023-V.webp,https://www.mercadolibre.com.mx/apple-iphone-15-128-gb-negro-distribuidor-autorizado/p/MLM1027172677#polycard_client=search-nordic&searchVariation=MLM1027172677&wid=MLM2561480286&position=21&search_layout=stack&type=product&tracking_id=e8f30b85-961a-4b0b-a19f-62876e2d9e3f&sid=search,Mercado Libre
"Samsung Galaxy M15 5g, 6000 mAh, cámara triple de hasta 50 MP, 128 GB, azul claro",SAMSUNG,"2,479","3,999",38% OFF,https://http2.mlstatic.com/D_Q_NP_2X_717335-MLA75586462267_042024-V.webp,https://www.mercadolibre.com.mx/samsung-galaxy-m15-5g-6000-mah-camara-triple-de-hasta-50-mp-128-gb-azul-claro/p/MLM34923390#polycard_client=search-nordic&searchVariation=MLM34923390&wid=MLM3014834236&position=33&search_layout=stack&type=product&tracking_id=e8f30b85-961a-4b0b-a19f-62876e2d9e3f&sid=search,Mercado Libre
Samsung Galaxy A55 5G Dual SIM 128 GB Azul Oscuro 8 GB RAM,SAMSUNG,"7,249",,,https://http2.mlstatic.com/D_Q_NP_2X_800035-MLA81367078349_122024-V.webp,https://www.mercadolibre.com.mx/samsung-galaxy-a55-5g-dual-sim-128-gb-azul-oscuro-8-gb-ram/p/MLM34729758#polycard_client=search-nordic&searchVariation=MLM34729758&wid=MLM2052795925&position=19&search_layout=stack&type=product&tracking_id=e8f30b85-961a-4b0b-a19f-62876e2d9e3f&sid=search,Mercado Libre
Cubot Note 21 Dual SIM 128 GB Verde 6 GB RAM,CUBOT,"1,675","3,807",56% OFF,https://http2.mlstatic.com/D_Q_NP_2X_884055-MLA72239655545_102023-V.webp,https://www.mercadolibre.com.mx/cubot-note-21-dual-sim-128-gb-verde-6-gb-ram/p/MLM27603904#polycard_client=search-nordic&searchVariation=MLM27603904&wid=MLM1974864003&position=34&search_layout=stack&type=product&tracking_id=e8f30b85-961a-4b0b-a19f-62876e2d9e3f&sid=search,Mercado Libre
"Teléfono celular Samsung Galaxy A16, 128 GB + 4 GB de RAM, cámara de hasta 50 MP, pantalla 6.7, NFC, Ip54, batería negra de 5000 mAh",SAMSUNG,"2,629","2,699",2% OFF,https://http2.mlstatic.com/D_Q_NP_2X_788465-MLA80780261870_112024-V.webp,https://www.mercadolibre.com.mx/telefono-celular-samsung-galaxy-a16-128-gb-4-gb-de-ram-camara-de-hasta-50-mp-pantalla-67-nfc-ip54-bateria-negra-de-5000-mah/p/MLM44372580#polycard_client=search-nordic&searchVariation=MLM44372580&wid=MLM2255401193&position=22&search_layout=stack&type=product&tracking_id=e8f30b85-961a-4b0b-a19f-62876e2d9e3f&sid=search,Mercado Libre
Samsung Galaxy S24 Ultra 5G Dual SIM 512 GB gris titanio 12 GB RAM,SAMSUNG,"20,499","29,709",31% OFF,https://http2.mlstatic.com/D_Q_NP_2X_706152-MLA74088396736_012024-V.webp,https://www.mercadolibre.com.mx/samsung-galaxy-s24-ultra-5g-dual-sim-512-gb-gris-titanio-12-gb-ram/p/MLM29893909#polycard_client=search-nordic&searchVariation=MLM29893909&wid=MLM2065586403&position=31&search_layout=stack&type=product&tracking_id=e8f30b85-961a-4b0b-a19f-62876e2d9e3f&sid=search,Mercado Libre
Apple iPhone 13 (128 GB) - Negro - Excelente (Reacondicionado),,"6,829",,,https://http2.mlstatic.com/D_Q_NP_2X_973345-MLA47781591382_102021-V.webp,https://www.mercadolibre.com.mx/apple-iphone-13-128-gb-negro-excelente-reacondicionado/p/MLM2000086176#polycard_client=search-nordic&searchVariation=MLM2000086176&wid=MLM2327302031&position=36&search_layout=stack&type=product&tracking_id=e8f30b85-961a-4b0b-a19f-62876e2d9e3f&sid=search,Mercado Libre
"Teléfono celular Samsung Galaxy A16, 128 GB + 4 GB de RAM, cámara de hasta 50 MP, pantalla 6.7, NFC, Ip54, batería verde claro de 5000 mAh",SAMSUNG,"2,464",,,https://http2.mlstatic.com/D_Q_NP_2X_622565-MLA80779729792_112024-V.webp,https://www.mercadolibre.com.mx/telefono-celular-samsung-galaxy-a16-128-gb-4-gb-de-ram-camara-de-hasta-50-mp-pantalla-67-nfc-ip54-bateria-verde-claro-de-5000-mah/p/MLM44113911#polycard_client=search-nordic&searchVariation=MLM44113911&wid=MLM3682698280&position=51&search_layout=stack&type=product&tracking_id=e8f30b85-961a-4b0b-a19f-62876e2d9e3f&sid=search,Mercado Libre
Teléfono Samsung Galaxy M15 5G 128 GB 4 GB Azul oscuro,SAMSUNG,"2,479","3,999",38% OFF,https://http2.mlstatic.com/D_Q_NP_2X_694149-MLA75587187665_042024-V.webp,https://www.mercadolibre.com.mx/telefono-samsung-galaxy-m15-5g-128-gb-4-gb-azul-oscuro/p/MLM34730234#polycard_client=search-nordic&searchVariation=MLM34730234&wid=MLM3014769496&position=49&search_layout=stack&type=product&tracking_id=e8f30b85-961a-4b0b-a19f-62876e2d9e3f&sid=search,Mercado Libre
Apple iPhone 16 (128 GB) - Blanco - Distribuidor Autorizado,,"19,604","19,999",1% OFF,https://http2.mlstatic.com/D_Q_NP_2X_943288-MLU78891932006_092024-V.webp,https://www.mercadolibre.com.mx/apple-iphone-16-128-gb-blanco-distribuidor-autorizado/p/MLM1040287791#polycard_client=search-nordic&searchVariation=MLM1040287791&wid=MLM2139669619&position=23&search_layout=stack&type=product&tracking_id=e8f30b85-961a-4b0b-a19f-62876e2d9e3f&sid=search,Mercado Libre
Samsung Galaxy S24 Ultra 5G Dual SIM 512 GB titanium black 12 GB RAM,SAMSUNG,"19,899","29,700",33% OFF,https://http2.mlstatic.com/D_Q_NP_2X_943032-MLA74322939878_022024-V.webp,https://www.mercadolibre.com.mx/samsung-galaxy-s24-ultra-5g-dual-sim-512-gb-titanium-black-12-gb-ram/p/MLM29893932#polycard_client=search-nordic&searchVariation=MLM29893932&wid=MLM2065560371&position=46&search_layout=stack&type=product&tracking_id=e8f30b85-961a-4b0b-a19f-62876e2d9e3f&sid=search,Mercado Libre
Redmagic 10 Pro 5g 12gb 256gb 6.85'' Amoled Color Velocidad De Luz,,"13,299","16,724",20% OFF,https://http2.mlstatic.com/D_Q_NP_2X_605497-MLA83246591535_032025-V.webp,https://www.mercadolibre.com.mx/redmagic-10-pro-5g-12gb-256gb-685-amoled-color-velocidad-de-luz/p/MLM47353032#polycard_client=search-nordic&searchVariation=MLM47353032&wid=MLM2264861403&position=44&search_layout=stack&type=product&tracking_id=e8f30b85-961a-4b0b-a19f-62876e2d9e3f&sid=search,Mercado Libre
